                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2 
                                     300                                      532                  1.5000000000000000E+001                  2.0000000000000000E-002                  4.7394059800512632E+003                  5.6145446745150984E+001                  4.6003118678926694E+003                  4.8266522693753786E+003                  1.0952349469425513E+002                 -1.0117645144462587E+001                  7.0000000000000018E-001                  2.9797635251138625E-005                  2.7997020236474890E-001                  3.4416106108120324E-003                  1.0081585468366043E-003                  9.3604466091399777E-003                  2.0994599496976492E-003                  1.5000000000000000E+001                  0.0000000000000000E+000                  1.0500000000000004E+001                  4.4696452876707803E-004                  4.1995530354712329E+000                  5.1624159162180494E-002                  1.5122378202549070E-002                  1.4040669913709958E-001                  3.1491899245464722E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.4999962438951899E+001                  1.0937251613327371E+002                  1.4999953103694390E+001                  1.0933791357598534E+002                  2.9631175538718519E+006                  9.9909952502885280E+003                  3.1077440766084366E+007                  4.4160006046866003E-012                  4.4160006046866003E-012                  0.0000000000000000E+000                  1.7666940962176584E-013                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97 
                                    zone                                     logT                                   logRho                                     logP                                     logR                               luminosity                                 eps_grav                log_abs_eps_grav_dm_div_L                      signed_log_eps_grav                               net_energy                         signed_log_power                                 velocity                                  entropy                              mixing_type                                   csound                                 v_div_cs                                      eta                                       mu                                       dm                                    logdq                                 dq_ratio                                        q                                    log_q                                   radius                                     rmid                              temperature                                      tau                                   logtau                                 pressure                          pgas_div_ptotal                                  logPgas                                    grada                                   free_e                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                     abar                                       ye                              log_opacity                                  eps_nuc                          log_abs_eps_nuc                          d_lnepsnuc_dlnd                          d_lnepsnuc_dlnT                              non_nuc_neu                        mlt_mixing_length                          mlt_mixing_type                          gradT_sub_grada                            log_mlt_Gamma                                log_D_mix                             log_conv_vel                      conv_vel_div_csound                            log_mlt_D_mix                    pressure_scale_height                               log_D_conv                               log_D_soft                               log_D_semi                                log_D_ovr                               log_D_thrm                            log_D_minimum                                    gradT                                    gradr                                     mass                                    logxq                                    logxm                                        x                                        y                                        z                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                     ne20                                     mg24                                       pp                                      cno                                 tri_alfa                                   burn_c                                   burn_n                                   burn_o                                  burn_ne                                  burn_na                                  burn_mg                                  burn_si                                   burn_s                                  burn_ar                                  burn_ca                                  burn_ti                                  burn_cr                                  burn_fe                                  c12_c12                                  c12_o16                                  o16_o16                                    pnhe4                                    photo                                    other 
                                       1                  3.6627872988533050E+000                 -8.2063622023920129E+000                  3.2611453106131552E+000                  2.0395072928890521E+000                  4.8266522693753786E+003                 -1.0100258109383715E+000                 -1.4789078582086692E+001                 -4.3324722033136415E-003                 -4.3324722033136415E-003                  3.7268180763905875E+001                  0.0000000000000000E+000                  2.1008689634454317E+001                                        0                  6.9786835290521034E+005                  2.6012913390945511E-005                 -1.9999889612197876E+001                  1.3007867336273191E+000                  2.9837999999999996E+022                 -1.2000000000000000E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  1.0952349469425513E+002                  1.0952349464703912E+002                  4.6003121236724319E+003                  6.6666666666666663E-001                 -1.7609125905568127E-001                  1.8245060617813895E+003                  9.9938093590758770E-001                  3.2608763712399305E+000                  3.9672258123755449E-001                  7.3440116381612858E-005                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.2966439685554807E+000                  8.5000496627254196E-001                 -1.9021362066283529E+000                  2.5324799266306484E-035                 -3.4596453988332179E+001                  2.5327704527028608E-035                  1.0952411855755603E-035                  0.0000000000000000E+000                  1.7122669812486191E+010                                        0                 -2.7168393795627777E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.2301122023970654E-001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2503864328127670E-001                  1.2503864328127670E-001                  1.5000000000000000E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.0000000000000007E-001                  2.9797635251138621E-005                  2.7997020236474890E-001                  3.4416106108120410E-003                  1.0081585468366043E-003                  9.3604466091399760E-003                  2.0994599496976492E-003                  4.0903242835137509E-003                  2.5324799266306478E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  3.6627873601922585E+000                 -8.2063611517106398E+000                  3.2611469664414154E+000                  2.0395072925146027E+000                  4.8266522693753868E+003                 -1.0095711100413991E+000                 -1.4500838621254209E+001                 -4.1369142761284172E-003                 -4.1369142761284172E-003                  3.7268180763905875E+001                  0.0000000000000000E+000                  2.1008659581304222E+001                                        0                  6.9786882031458616E+005                  2.6012907488555653E-005                 -1.9999889612197876E+001                  1.3007867336273191E+000                  5.7970257352301214E+022                 -1.1711564481240330E+001                  5.1471222248792614E-001                  9.9999999999900002E-001                 -4.3428487456248995E-013                  1.0952349459982388E+002                  1.0952349450809105E+002                  4.6003127734121008E+003                  6.6666717860250557E-001                 -1.7609092555944439E-001                  1.8245130180623996E+003                  9.9938093791813931E-001                  3.2608780279419030E+000                  3.9672255888581270E-001                  7.3439083329075085E-005                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.2966439685554807E+000                  8.5000496627254196E-001                 -1.9021356105819052E+000                  2.5324860541272342E-035                 -3.4596452937530273E+001                  2.5327765812538272E-035                  1.0952439902473975E-035                  0.0000000000000000E+000                  1.7122677890409081E+010                                        0                 -2.7168373405265983E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.2301139143193311E-001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2503883958958079E-001                  1.2503883958958079E-001                  1.4999999999985000E+001                 -1.2000000000000000E+001                 -1.0823908740944319E+001                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.0000000000000007E-001                  2.9797635251138618E-005                  2.7997020236474890E-001                  3.4416106108120410E-003                  1.0081585468366043E-003                  9.3604466091399760E-003                  2.0994599496976492E-003                  4.0903242835137509E-003                  2.5324860541272337E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  3.6627874411831773E+000                 -8.2063611001303194E+000                  3.2611469666419692E+000                  2.0395072917871095E+000                  4.8266522693754023E+003                 -1.0098959211763445E+000                 -1.4500698917379275E+001                 -4.2766181510650479E-003                 -4.2766181510650479E-003                  3.7268180763905875E+001                  0.0000000000000000E+000                  2.1008659581304222E+001                                        0                  6.9786877903345320E+005                  2.6012896790454194E-005                 -1.9999889612197876E+001                  1.3007867336273191E+000                  5.7970257352301214E+022                 -1.1711564481240330E+001                  1.0000000000000000E+000                  9.9999999999705724E-001                 -1.2780231914249517E-012                  1.0952349441635941E+002                  1.0952349432462698E+002                  4.6003136313175246E+003                  6.6666817320982297E-001                 -1.7609027763172086E-001                  1.8245130189049451E+003                  9.9938093745663314E-001                  3.2608780279419030E+000                  3.9672255888581270E-001                  7.3439083329075085E-005                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.2966439685554807E+000                  8.5000496627254196E-001                 -1.9021356105819052E+000                  2.5324863549402584E-035                 -3.4596452885944032E+001                  2.5327768821186137E-035                  1.0952443245915932E-035                  0.0000000000000000E+000                  1.7122692571566515E+010                                        0                 -2.7168338450960389E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.2301137646703564E-001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2503917437620882E-001                  1.2503917437620882E-001                  1.4999999999955859E+001                 -1.1531234351410021E+001                 -1.0355143092354339E+001                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  7.0000000000000007E-001                  2.9797635251138618E-005                  2.7997020236474890E-001                  3.4416106108120410E-003                  1.0081585468366043E-003                  9.3604466091399760E-003                  2.0994599496976492E-003                  4.0903242835137509E-003                  2.5324863549402584E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  3.6627875373600363E+000                 -8.2063599820382720E+000                  3.2611479240680290E+000                  2.0395072910596164E+000                  4.8266522693754177E+003                 -1.0098462178201160E+000                 -1.4362417594113216E+001                 -4.2552432508441542E-003                 -4.2552432508441542E-003                  3.7268180763905875E+001                  0.0000000000000000E+000                  2.1008659581304297E+001                                        0                  6.9786866874263622E+005                  2.6012899325566621E-005                 -1.9999889612197876E+001                  1.3007866889238351E+000                  7.9709103859414145E+022                 -1.1573261783074049E+001                  7.2727272727272751E-001                  9.9999999999511446E-001                 -2.1217615082890526E-012                  1.0952349423289495E+002                  1.0952349410676364E+002                  4.6003146500819403E+003                  6.6666916781714369E-001                 -1.7608962970496178E-001                  1.8245170411486281E+003                  9.9938093827301100E-001                  3.2608789857227309E+000                  3.9672255888581270E-001                  7.3439030801368183E-005                  7.0000000000000029E-001                  2.7999999999999980E-001                  1.9999999999999907E-002                  1.2966439685554805E+000                  8.5000496627254196E-001                 -1.9021339416518517E+000                  2.5324928755880069E-035                 -3.4596451767723714E+001                  2.5327834038883937E-035                  1.0952473871501101E-035                  0.0000000000000000E+000                  1.7122688834216555E+010                                        0                 -2.7168315936911780E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.2301133054746392E-001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2503939951669493E-001                  1.2503939951669493E-001                  1.4999999999926716E+001                 -1.1311076188602440E+001                 -1.0134984929546759E+001                  7.0000000000000029E-001                  2.7999999999999980E-001                  1.9999999999999907E-002                  7.0000000000000029E-001                  2.9797635251138516E-005                  2.7997020236474868E-001                  3.4416106108120237E-003                  1.0081585468366034E-003                  9.3604466091399673E-003                  2.0994599496976475E-003                  4.0903242835137474E-003                  2.5324928755880069E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  3.6627876487225901E+000                 -8.2063600101757164E+000                  3.2611485969623164E+000                  2.0395072900593170E+000                  4.8266522693754378E+003                 -1.0102718483665829E+000                 -1.4362234585997514E+001                 -4.4382513665473201E-003                 -4.4382513665473201E-003                  3.7268180763905875E+001                  0.0000000000000000E+000                  2.1008659581304297E+001                                        0                  6.9786924451847514E+005                  2.6012891022496966E-005                 -1.9999889612197876E+001                  1.3007866889238351E+000                  7.9709103859414145E+022                 -1.1573261783074049E+001                  1.0000000000000000E+000                  9.9999999999244304E-001                 -3.2819438833065302E-012                  1.0952349398063232E+002                  1.0952349385450061E+002                  4.6003158297028558E+003                  6.6667053540747068E-001                 -1.7608873880381923E-001                  1.8245198680508713E+003                  9.9938093859721933E-001                  3.2608796587579070E+000                  3.9672256261110300E-001                  7.3437945237170377E-005                  7.0000000000000029E-001                  2.7999999999999980E-001                  1.9999999999999907E-002                  1.2966439685554805E+000                  8.5000496627254196E-001                 -1.9021348953261676E+000                  2.5324927114918701E-035                 -3.4596451795864390E+001                  2.5327832397640207E-035                  1.0952475970280719E-035                  0.0000000000000000E+000                  1.7122698907657297E+010                                        0                 -2.7168289212357555E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.2301152854436499E-001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2503966862488228E-001                  1.2503966862488228E-001                  1.4999999999886645E+001                 -1.1121647009685493E+001                 -9.9455557506298113E+000                  7.0000000000000029E-001                  2.7999999999999980E-001                  1.9999999999999907E-002                  7.0000000000000029E-001                  2.9797635251138516E-005                  2.7997020236474868E-001                  3.4416106108120237E-003                  1.0081585468366034E-003                  9.3604466091399673E-003                  2.0994599496976475E-003                  4.0903242835137474E-003                  2.5324927114918701E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  3.6627878157662419E+000                 -8.2063587419790007E+000                  3.2611494510840870E+000                  2.0395072890590162E+000                  4.8266522693754587E+003                 -1.0100451317407810E+000                 -1.4061302061949053E+001                 -4.3407797510292912E-003                 -4.3407797510292912E-003                  3.7268180763905882E+001                  0.0000000000000000E+000                  2.1008659581304222E+001                                        0                  6.9786885857275838E+005                  2.6012885134620019E-005                 -1.9999889612197872E+001                  1.3007867336273187E+000                  1.5941820771882832E+023                 -1.1272231787410067E+001                  4.9999999999999994E-001                  9.9999999998977163E-001                 -4.4421262583271069E-012                  1.0952349372836932E+002                  1.0952349347610671E+002                  4.6003175991328999E+003                  6.6667190299480084E-001                 -1.7608784790645648E-001                  1.8245234563158333E+003                  9.9938093886227608E-001                  3.2608805129948619E+000                  3.9672251045703877E-001                  7.3436912215173346E-005                  7.0000000000000018E-001                  2.7999999999999992E-001                  1.9999999999999907E-002                  1.2966439685554807E+000                  8.5000496627254196E-001                 -1.9021325111403768E+000                  2.5325001075611447E-035                 -3.4596450527522187E+001                  2.5327906371059665E-035                  1.0952512169055031E-035                  0.0000000000000000E+000                  1.7122707206580116E+010                                        0                 -2.7168273448736746E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.2301141069363523E-001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2503981073904749E-001                  1.2503981073904749E-001                  1.4999999999846576E+001                 -1.0990189844294562E+001                 -9.8140985852388809E+000                  7.0000000000000018E-001                  2.7999999999999992E-001                  1.9999999999999907E-002                  7.0000000000000018E-001                  2.9797635251138472E-005                  2.7997020236474879E-001                  3.4416106108120263E-003                  1.0081585468366039E-003                  9.3604466091399708E-003                  2.0994599496976483E-003                  4.0903242835137492E-003                  2.5325001075611447E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  3.6627881397302531E+000                 -8.2063562479416898E+000                  3.2611518319210875E+000                  2.0395072870584228E+000                  4.8266522693755005E+003                 -1.0100296295162463E+000                 -1.3780482117998519E+001                 -4.3341141258733205E-003                 -4.3341141258733205E-003                  3.7268180763905882E+001                  0.0000000000000000E+000                  2.1008644554745224E+001                                        0                  6.9786875822361547E+005                  2.6012896106666753E-005                 -1.9999889612197872E+001                  1.3007867336273189E+000                  3.0434385109958129E+023                 -1.0991405177834373E+001                  5.2380952380952384E-001                  9.9999999998442879E-001                 -6.7624910083775588E-012                  1.0952349322384525E+002                  1.0952349274225624E+002                  4.6003210307627251E+003                  6.6667463818449557E-001                 -1.7608606610741970E-001                  1.8245334585264088E+003                  9.9938094040885050E-001                  3.2608828945039470E+000                  3.9672250300645817E-001                  7.3435730385794777E-005                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002                  1.2966439685554807E+000                  8.5000496627254196E-001                 -1.9021317958846395E+000                  2.5325146527436282E-035                 -3.4596448033198755E+001                  2.5328051847913022E-035                  1.0952583243358094E-035                  0.0000000000000000E+000                  1.7122694631057943E+010                                        0                 -2.7168202566415389E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.2301137749764764E-001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2504048223174780E-001                  1.2504048223174780E-001                  1.4999999999766432E+001                 -1.0807676548115889E+001                 -9.6315852890602081E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002                  7.0000000000000007E-001                  2.9797635251138282E-005                  2.7997020236474901E-001                  3.4416106108119968E-003                  1.0081585468366047E-003                  9.3604466091399760E-003                  2.0994599496976501E-003                  4.0903242835137518E-003                  2.5325146527436282E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  3.6627888484032964E+000                 -8.2063509267319112E+000                  3.2611579907224595E+000                  2.0395072832391272E+000                  4.8266522693755805E+003                 -1.0098637689354759E+000                 -1.3412576655611577E+001                 -4.2627912182278370E-003                 -4.2627912182278370E-003                  3.7268180763905889E+001                  0.0000000000000000E+000                  2.1008659581304222E+001                                        0                  6.9786941552410752E+005                  2.6012891393576032E-005                 -1.9999889612197869E+001                  1.3007867336273191E+000                  7.1013565256568976E+023                 -1.0623428392539779E+001                  4.2857142857142849E-001                  9.9999999997422895E-001                 -1.1192225658828306E-011                  1.0952349226066801E+002                  1.0952349113697498E+002                  4.6003285374806364E+003                  6.6667985991894629E-001                 -1.7608266450572840E-001                  1.8245593327184902E+003                  9.9938094514714182E-001                  3.2608890553644074E+000                  3.9672246575355519E-001                  7.3432561426081065E-005                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  1.2966439685554809E+000                  8.5000496627254185E-001                 -1.9021264314666098E+000                  2.5325456862263512E-035                 -3.4596442711378522E+001                  2.5328362236141150E-035                  1.0952735327732973E-035                  0.0000000000000000E+000                  1.7122701308249098E+010                                        0                 -2.7168091897210672E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.2301161257847118E-001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2504157285848055E-001                  1.2504157285848055E-001                  1.4999999999613435E+001                 -1.0588866648824826E+001                 -9.4127753897691449E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  6.9999999999999996E-001                  2.9797635251138269E-005                  2.7997020236474895E-001                  3.4416106108119959E-003                  1.0081585468366045E-003                  9.3604466091399777E-003                  2.0994599496976496E-003                  4.0903242835137518E-003                  2.5325456862263512E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  3.6627901948913397E+000                 -8.2063416158659273E+000                  3.2611688076930578E+000                  2.0395072743275504E+000                  4.8266522693757679E+003                 -1.0099564123467168E+000                 -1.3178453609871021E+001                 -4.3026309254331641E-003                 -4.3026309254331641E-003                  3.7268180763905903E+001                  0.0000000000000000E+000                  2.1008664590159587E+001                                        0                  6.9787055042172270E+005                  2.6012859083654069E-005                 -1.9999889612197869E+001                  1.3007867783308027E+000                  1.2173754043983257E+024                 -1.0389345186506411E+001                  5.8333333333333315E-001                  9.9999999995042921E-001                 -2.1528321393095755E-011                  1.0952349001328275E+002                  1.0952348808699331E+002                  4.6003428003765066E+003                  6.6669204411685368E-001                 -1.7607472744045544E-001                  1.8246047775750717E+003                  9.9938095288861095E-001                  3.2608998756991658E+000                  3.9672236889600743E-001                  7.3425996336959668E-005                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  1.2966439685554809E+000                  8.5000496627254185E-001                 -1.9021189212813683E+000                  2.5325999884393875E-035                 -3.4596433399444379E+001                  2.5328905351712902E-035                  1.0953004130080770E-035                  0.0000000000000000E+000                  1.7122745599527082E+010                                        0                 -2.7167773330382372E-001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                 -9.8999999999999986E+001                  1.2301203412996545E-001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2504469676537178E-001                  1.2504469676537178E-001                  1.4999999999256438E+001                 -1.0304773806902096E+001                 -9.1286825478464149E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  6.9999999999999996E-001                  2.9797635251138265E-005                  2.7997020236474895E-001                  3.4416106108119959E-003                  1.0081585468366043E-003                  9.3604466091399760E-003                  2.0994599496976492E-003                  4.0903242835137509E-003                  2.5325999884393875E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
