                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        7623      1.5000000000000000E+001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                 star_age                                star_mass                                   log_dt                               log_xmstar                             log_abs_mdot                                num_zones                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                 log_Teff                               luminosity                                    log_L                                    log_R                                    log_g                                  gravity                             log_center_T                           log_center_Rho                             log_center_P                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                                       pp                                      cno                                 tri_alfa                        v_div_csound_surf                              num_retries                              num_backups 
                                     435                  8.4220764040205759E+003                  1.5000000000000000E+001                  1.3142977467914521E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      627                  0.0000000000000000E+000                  9.9861580993197463E-001                  9.9595236824101807E-001                  9.9999242234850427E-001                  9.9997146483054178E-001                  9.9861580993197463E-001                  9.9595236824101807E-001                  9.9999242234850427E-001                  9.9997146483054178E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.2167328471007561E+000                 -9.8999999999999986E+001                 -2.3781369657454512E+001                 -8.2167328471007561E+000                  3.7650358420944006E+000                  1.0780967782766014E+004                  4.0326577482208110E+000                  2.0095160263742309E+000                  1.5949485597203448E+000                  3.9350346393317075E+001                  6.3781694801077400E+000                 -2.4953975319557529E+000                  1.2042944280477931E+001                  6.1998946219682682E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120263E-003                  9.3604466091399760E-003                  3.4416106108120137E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -8.2167328471007561E+000                 -2.3608487022426058E+001                 -9.8999999999999986E+001                 -5.8765865786921455E-005                                        0                                        0 
                                     440                  8.5266035811719175E+003                  1.5000000000000000E+001                  1.3247089460260124E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      622                  0.0000000000000000E+000                  9.9871092488595314E-001                  9.9621145085980900E-001                  9.9999309728348440E-001                  9.9997383939648099E-001                  9.9871092488595314E-001                  9.9621145085980900E-001                  9.9999309728348440E-001                  9.9997383939648099E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.1396555694212580E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.1396555694212598E+000                  3.7698509414191923E+000                  1.0816225245453123E+004                  4.0340757227764419E+000                  2.0005948150024628E+000                  1.6127909824638809E+000                  4.1000672718440924E+001                  6.3852178263672146E+000                 -2.4761286921669052E+000                  1.2069400956614066E+001                  6.1999056488275506E-001                  8.5000496627254174E-001                  1.2966439685554809E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120250E-003                  9.3604466091399743E-003                  3.4416106108120137E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -8.1396555694212598E+000                 -2.3349519312826963E+001                 -9.8999999999999986E+001                 -5.7698485459022478E-005                                        0                                        0 
                                     445                  8.6331014950647859E+003                  1.5000000000000000E+001                  1.3309157182989599E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      628                  0.0000000000000000E+000                  9.9880069230898305E-001                  9.9646005074081057E-001                  9.9999348296061497E-001                  9.9997603268770197E-001                  9.9880069230898305E-001                  9.9646005074081057E-001                  9.9999348296061497E-001                  9.9997603268770197E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -8.0624467128425987E+000                 -9.8999999999999986E+001                 -2.3781369657454512E+001                 -8.0624467128425987E+000                  3.7747144346277435E+000                  1.0851140185841514E+004                  4.0354753741663929E+000                  1.9915676542803364E+000                  1.6308453039081336E+000                  4.2741061498146166E+001                  6.3922998254040717E+000                 -2.4567215292301205E+000                  1.2096030154856505E+001                  6.1998957395553578E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120246E-003                  9.3604466091399760E-003                  3.4416106108120137E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -8.0624467128425987E+000                 -2.3090454151113565E+001                 -9.8999999999999986E+001                 -5.6285496281271524E-005                                        0                                        0 
                                     450                  8.7417983614769801E+003                  1.5000000000000000E+001                  1.3362712147628530E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      631                  0.0000000000000000E+000                  9.9888639351917907E-001                  9.9669573290760893E-001                  9.9999406147631165E-001                  9.9997805434431564E-001                  9.9888639351917907E-001                  9.9669573290760893E-001                  9.9999406147631165E-001                  9.9997805434431564E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.9862025112199060E+000                 -9.8999999999999986E+001                 -2.3781369657454512E+001                 -7.9862025112199060E+000                  3.7795386409134291E+000                  1.0875761781733554E+004                  4.0364596864097946E+000                  1.9824113978306657E+000                  1.6491578168074752E+000                  4.4581822334697954E+001                  6.3993242538440640E+000                 -2.4376350892460583E+000                  1.2122290007414174E+001                  6.1998774111270882E-001                  8.5000496627254174E-001                  1.2966439685554809E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120233E-003                  9.3604466091399743E-003                  3.4416106108120137E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -7.9862025112199069E+000                 -2.2834680864035512E+001                 -9.8999999999999986E+001                 -5.5004553172985429E-005                                        0                                        0 
                                     455                  8.8517325373883905E+003                  1.5000000000000000E+001                  1.3461176161478572E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      628                  0.0000000000000000E+000                  9.9894092922181965E-001                  9.9691529368367382E-001                  9.9999468820165061E-001                  9.9997989794103137E-001                  9.9894092922181965E-001                  9.9691529368367382E-001                  9.9999468820165061E-001                  9.9997989794103137E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.9092854007984599E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.9092854007984599E+000                  3.7844108474924729E+000                  1.0903455684462850E+004                  4.0375641627885903E+000                  1.9732192228619758E+000                  1.6675421667448549E+000                  4.6509553127075833E+001                  6.4064194802406957E+000                 -2.4180639953255199E+000                  1.2149084368895666E+001                  6.1998675018548965E-001                  8.5000496627254174E-001                  1.2966439685554811E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120211E-003                  9.3604466091399725E-003                  3.4416106108120137E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -7.9092854007984608E+000                 -2.2577345686798768E+001                 -9.8999999999999986E+001                 -5.3291872267453669E-005                                        0                                        0 
                                     460                  8.9641874590939660E+003                  1.5000000000000000E+001                  1.3551198146828851E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      637                  0.0000000000000000E+000                  9.9904445948398879E-001                  9.9712302934239505E-001                  9.9999502566914111E-001                  9.9998159124872210E-001                  9.9904445948398879E-001                  9.9712302934239505E-001                  9.9999502566914111E-001                  9.9998159124872210E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.8320245459980660E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.8320245459980660E+000                  3.7893254096978004E+000                  1.0927613327407664E+004                  4.0385253191390484E+000                  1.9638706766265499E+000                  1.6862392592157067E+000                  4.8555592639003137E+001                  6.4135643679553249E+000                 -2.3982835116090695E+000                  1.2176135315331923E+001                  6.1998854577541329E-001                  8.5000496627254196E-001                  1.2966439685554809E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4416106108120206E-003                  9.3604466091399743E-003                  3.4416106108120137E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -7.8320245459980669E+000                 -2.2319272757094240E+001                 -9.8999999999999986E+001                 -5.2139418757028663E-005                                        0                                        0 
                                     465                  9.0802785975409897E+003                  1.5000000000000000E+001                  1.3767422129176377E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      635                  0.0000000000000000E+000                  9.9911729175498443E-001                  9.9732133652500876E-001                  9.9999534706674975E-001                  9.9998315943122185E-001                  9.9911729175498443E-001                  9.9732133652500876E-001                  9.9999534706674975E-001                  9.9998315943122185E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.7549434443135130E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.7549434443135130E+000                  3.7942487572009833E+000                  1.0942186391121137E+004                  4.0391041083527952E+000                  1.9543133762270566E+000                  1.7053538600146929E+000                  5.0740396898891987E+001                  6.4207163496162138E+000                 -2.3786002411825136E+000                  1.2203106879366970E+001                  6.1999439448118221E-001                  8.5000496627254174E-001                  1.2966439685554811E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120198E-003                  9.3604466091399725E-003                  3.4416106108120137E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -7.7549434443135148E+000                 -2.2061990689072044E+001                 -9.8999999999999986E+001                 -5.0551839739786758E-005                                        0                                        0 
                                     470                  9.1984712717246985E+003                  1.5000000000000000E+001                  1.3746804949347375E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      633                  0.0000000000000000E+000                  9.9918680668362991E-001                  9.9750978901493181E-001                  9.9999582916316343E-001                  9.9998461522624416E-001                  9.9918680668362991E-001                  9.9750978901493181E-001                  9.9999582916316343E-001                  9.9998461522624416E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.6768098038047503E+000                 -9.8999999999999986E+001                 -2.3179309666126549E+001                 -7.6768098038047503E+000                  3.7992428386847288E+000                  1.0959702910183172E+004                  4.0397987816833112E+000                  1.9446725499248252E+000                  1.7246355126191562E+000                  5.3043907936365081E+001                  6.4279758860686780E+000                 -2.3583153905204219E+000                  1.2230767102845604E+001                  6.2000286579132080E-001                  8.5000496627254196E-001                  1.2966439685554811E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120198E-003                  9.3604466091399725E-003                  3.4416106108120137E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -7.6768098038047539E+000                 -2.1801943170217914E+001                 -9.8999999999999986E+001                 -4.9032052131294901E-005                                        0                                        0 
                                     475                  9.3189653908605815E+003                  1.5000000000000000E+001                  1.3831174079353743E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      636                  0.0000000000000000E+000                  9.9925238112686843E-001                  9.9768571624636837E-001                  9.9999622400162713E-001                  9.9998594642703753E-001                  9.9925238112686843E-001                  9.9768571624636837E-001                  9.9999622400162713E-001                  9.9998594642703753E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.5987146825468006E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.5987146825468006E+000                  3.8042435087187916E+000                  1.0973393427997864E+004                  4.0403409501963043E+000                  1.9349422941131962E+000                  1.7440960242424137E+000                  5.5474835647351554E+001                  6.4352487178730877E+000                 -2.3378931849576241E+000                  1.2258570495448515E+001                  6.2000697851181030E-001                  8.5000496627254196E-001                  1.2966439685554811E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4416106108120193E-003                  9.3604466091399725E-003                  3.4416106108120137E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -7.5987146825468050E+000                 -2.1542539752180360E+001                 -9.8999999999999986E+001                 -4.7540311130405025E-005                                        0                                        0 
                                     480                  9.4434560819051840E+003                  1.5000000000000000E+001                  1.4019292669652432E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      638                  0.0000000000000000E+000                  9.9931496068691716E-001                  9.9785157481173048E-001                  9.9999653037865299E-001                  9.9998717758193001E-001                  9.9931496068691716E-001                  9.9785157481173048E-001                  9.9999653037865299E-001                  9.9998717758193001E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.5196575045802101E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.5196575045802101E+000                  3.8093187716687233E+000                  1.0983391521525145E+004                  4.0407364650368010E+000                  1.9249895256335803E+000                  1.7640015612016458E+000                  5.8076650525678168E+001                  6.4426274733998987E+000                 -2.3170606874107240E+000                  1.2286883077334336E+001                  6.2000071257352840E-001                  8.5000496627254196E-001                  1.2966439685554811E+000                  6.9999999999999973E-001                  2.7997020236474873E-001                  3.4416106108120172E-003                  9.3604466091399708E-003                  3.4416106108120137E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -7.5196575045802181E+000                 -2.1280500663132823E+001                 -9.8999999999999986E+001                 -4.6038964722818228E-005                                        0                                        0 
                                     485                  9.5719776002967501E+003                  1.5000000000000000E+001                  1.4152735175912556E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      642                  0.0000000000000000E+000                  9.9935476734872530E-001                  9.9800915530293999E-001                  9.9999675717723024E-001                  9.9998830740934186E-001                  9.9935476734872530E-001                  9.9800915530293999E-001                  9.9999675717723024E-001                  9.9998830740934186E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.4397448581073462E+000                 -9.8999999999999986E+001                 -2.3179309666126549E+001                 -7.4397448581073462E+000                  3.8144629439273530E+000                  1.0989937811995067E+004                  4.0409952349181397E+000                  1.9148305660569913E+000                  1.7843194803548237E+000                  6.0858252864419015E+001                  6.4501034717369423E+000                 -2.2958361555948912E+000                  1.2315678128424532E+001                  6.1998391151428223E-001                  8.5000496627254163E-001                  1.2966439685554811E+000                  6.9999999999999962E-001                  2.7997020236474868E-001                  3.4416106108120159E-003                  9.3604466091399691E-003                  3.4416106108120137E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -7.4397448581073578E+000                 -2.1016202203255599E+001                 -9.8999999999999986E+001                 -4.4575914277358248E-005                                        0                                        0 
                                     490                  9.7045536967675853E+003                  1.5000000000000000E+001                  1.4304418467958209E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      643                  0.0000000000000000E+000                  9.9939319944888483E-001                  9.9815864349226324E-001                  9.9999707897258028E-001                  9.9998937029791335E-001                  9.9939319944888483E-001                  9.9815864349226324E-001                  9.9999707897258028E-001                  9.9998937029791335E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.3590889329287430E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.3590889329287439E+000                  3.8196512079654608E+000                  1.0992160709956859E+004                  4.0410830693276685E+000                  1.9044979551855388E+000                  1.8049847020977288E+000                  6.3824100393282912E+001                  6.4576666354373673E+000                 -2.2742348120943889E+000                  1.2344927444021287E+001                  6.1996332556009326E-001                  8.5000496627254163E-001                  1.2966439685554814E+000                  6.9999999999999951E-001                  2.7997020236474862E-001                  3.4416106108120146E-003                  9.3604466091399673E-003                  3.4416106108120228E-003                  9.3604466091399777E-003                  1.0499999999999996E+001                  4.1995530354712347E+000                 -7.3590889329287608E+000                 -2.0750057725847824E+001                 -9.8999999999999986E+001                 -4.2877363976614212E-005                                        0                                        0 
                                     495                  9.8424380800292747E+003                  1.5000000000000000E+001                  1.4518565467708457E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      642                  0.0000000000000000E+000                  9.9946612367044818E-001                  9.9830061890310717E-001                  9.9999735799451539E-001                  9.9999034237212181E-001                  9.9946612367044818E-001                  9.9830061890310717E-001                  9.9999735799451539E-001                  9.9999034237212181E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.2770719884355772E+000                 -9.8999999999999986E+001                 -2.2480339661790531E+001                 -7.2770719884355763E+000                  3.8249345014557816E+000                  1.0990574490563788E+004                  4.0410203941123770E+000                  1.8939000305972506E+000                  1.8261805512743050E+000                  6.7016316157327608E+001                  6.4653767993551572E+000                 -2.2520757764740971E+000                  1.2374872359062724E+001                  6.1994561553001415E-001                  8.5000496627254174E-001                  1.2966439685554811E+000                  6.9999999999999951E-001                  2.7997020236474862E-001                  3.4416106108120137E-003                  9.3604466091399673E-003                  3.4416106108120233E-003                  9.3604466091399777E-003                  1.0500000000000000E+001                  4.1995530354712347E+000                 -7.2770719884356039E+000                 -2.0480053680759809E+001                 -9.8999999999999986E+001                 -4.1355776631045030E-005                                        0                                        0 
                                     500                  9.9857607949227877E+003                  1.5000000000000000E+001                  1.4629548228143134E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      650                  0.0000000000000000E+000                  9.9950070393637080E-001                  9.9843477487067089E-001                  9.9999751715141283E-001                  9.9999124347771307E-001                  9.9950070393637080E-001                  9.9843477487067089E-001                  9.9999751715141283E-001                  9.9999124347771307E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1937930759843729E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1937930759843729E+000                  3.8302944937632621E+000                  1.0984112672001527E+004                  4.0407649791246882E+000                  1.8830523384884466E+000                  1.8478759354919130E+000                  7.0449178869274192E+001                  6.4732258740154531E+000                 -2.2293713665187314E+000                  1.2405491206937787E+001                  6.1993633955717109E-001                  8.5000496627254174E-001                  1.2966439685554814E+000                  6.9999999999999929E-001                  2.7997020236474857E-001                  3.4416106108120124E-003                  9.3604466091399656E-003                  3.4416106108120246E-003                  9.3604466091399760E-003                  1.0499999999999996E+001                  4.1995530354712347E+000                 -7.1937930759844146E+000                 -2.0206537299485856E+001                 -9.8999999999999986E+001                 -3.9645240163224727E-005                                        0                                        0 
                                     505                  1.0133707311156841E+004                  1.5000000000000000E+001                  1.4835788036927531E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      643                  0.0000000000000000E+000                  9.9955034048394642E-001                  9.9855982702014201E-001                  9.9999783745466742E-001                  9.9999207438566295E-001                  9.9955034048394642E-001                  9.9855982702014201E-001                  9.9999783745466742E-001                  9.9999207438566295E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.1098778061216787E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.1098778061216787E+000                  3.8356937001245499E+000                  1.0973246707520804E+004                  4.0403351433946098E+000                  1.8720390079008311E+000                  1.8699025966671443E+000                  7.4114399928167671E+001                  6.4811560165460742E+000                 -2.2062734187832880E+000                  1.2436573148053757E+001                  6.1993810534477267E-001                  8.5000496627254163E-001                  1.2966439685554818E+000                  6.9999999999999896E-001                  2.7997020236474851E-001                  3.4416106108120120E-003                  9.3604466091399639E-003                  3.4416106108120280E-003                  9.3604466091399760E-003                  1.0500000000000000E+001                  4.1995530354712347E+000                 -7.1098778061217445E+000                 -1.9931594124692651E+001                 -9.8999999999999986E+001                 -3.7922673451722537E-005                                        0                                        0 
                                     510                  1.0290508003489878E+004                  1.5000000000000000E+001                  1.5012196404584370E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      648                  0.0000000000000000E+000                  9.9958200096816585E-001                  9.9867949545453738E-001                  9.9999794687503385E-001                  9.9999284902784824E-001                  9.9958200096816585E-001                  9.9867949545453738E-001                  9.9999794687503385E-001                  9.9999284902784824E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -7.0243631098495349E+000                 -9.8999999999999986E+001                 -2.2878279670462568E+001                 -7.0243631098495349E+000                  3.8411943405258442E+000                  1.0950518600930109E+004                  4.0394346872299263E+000                  1.8605874990159006E+000                  1.8928056144370051E+000                  7.8127803462917555E+001                  6.4892648581537120E+000                 -2.1826635179907439E+000                  1.2468344436027866E+001                  6.1994820088148161E-001                  8.5000496627254141E-001                  1.2966439685554827E+000                  6.9999999999999851E-001                  2.7997020236474857E-001                  3.4416106108120124E-003                  9.3604466091399656E-003                  3.4416106108120280E-003                  9.3604466091399760E-003                  1.0499999999999996E+001                  4.1995530354712347E+000                 -7.0243631098496371E+000                 -1.9651876174461485E+001                 -9.8999999999999986E+001                 -3.6156532603902439E-005                                        0                                        0 
                                     515                  1.0453919715036431E+004                  1.5000000000000000E+001                  1.5216104485259330E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      651                  0.0000000000000000E+000                  9.9962744242291068E-001                  9.9879266468073835E-001                  9.9999821346283557E-001                  9.9999355661832368E-001                  9.9962744242291068E-001                  9.9879266468073835E-001                  9.9999821346283557E-001                  9.9999355661832368E-001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -6.9363427375529287E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.9363427375529296E+000                  3.8468441811611154E+000                  1.0930156512838756E+004                  4.0386263808129739E+000                  1.8488836645368825E+000                  1.9162132833950414E+000                  8.2454295125055367E+001                  6.4976314294322961E+000                 -2.1579310300325196E+000                  1.2501470497421503E+001                  6.1995878070592958E-001                  8.5000496627254130E-001                  1.2966439685554829E+000                  6.9999999999999807E-001                  2.7997020236474862E-001                  3.4416106108120124E-003                  9.3604466091399673E-003                  3.4416106108120302E-003                  9.3604466091399760E-003                  1.0499999999999995E+001                  4.1995530354712347E+000                 -6.9363427375530913E+000                 -1.9364855983508409E+001                 -9.8999999999999986E+001                 -3.4336673326649168E-005                                        0                                        0 
