                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                        7623      1.5000000000000000E+001      2.0000000000000000E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                 star_age                                star_mass                                   log_dt                               log_xmstar                             log_abs_mdot                                num_zones                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                 log_Teff                               luminosity                                    log_L                                    log_R                                    log_g                                  gravity                             log_center_T                           log_center_Rho                             log_center_P                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                                       pp                                      cno                                 tri_alfa                        v_div_csound_surf                              num_retries                              num_backups 
                                     170                  5.5036846285395620E+002                  1.5000000000000000E+001                  9.9193886981675328E-001                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      493                  0.0000000000000000E+000                  9.9998869658871226E-001                  1.4681425160572067E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998869658871226E-001                  1.4681425160572067E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6932500232597199E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6932500232597199E+001                  3.6172059875108391E+000                  9.1577077907243583E+003                  3.9617867817008916E+000                  2.2697402522813941E+000                  1.0745001079060177E+000                  1.1871349960024331E+001                  5.7471214607518482E+000                 -4.6056641123507198E+000                  9.3217156228862130E+000                  6.2068393081426632E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120319E-003                  9.3604466091399760E-003                  3.4416106108120141E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -1.6932500232597199E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.6378237003315412E-004                                        0                                        0 
                                     175                  6.0160378411779072E+002                  1.5000000000000000E+001                  1.0235369232297378E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      498                  0.0000000000000000E+000                  9.9999025414088016E-001                  3.0269544323283899E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999025414088016E-001                  3.0269544323283899E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6728338232770376E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6728338232770376E+001                  3.6189513997770746E+000                  8.7858999071378566E+003                  3.9437862512824404E+000                  2.2572491625396980E+000                  1.0994822873894101E+000                  1.2574255694801519E+001                  5.7591534545785494E+000                 -4.5670008113608214E+000                  9.3721131120191608E+000                  6.2066639959812153E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120319E-003                  9.3604466091399760E-003                  3.4416106108120141E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -1.6728338232770376E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.2863854259318422E-004                                        0                                        0 
                                     180                  6.5663799989635959E+002                  1.5000000000000000E+001                  1.0553120393176252E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      494                  0.0000000000000000E+000                  9.9999077332493602E-001                  4.8897126087998809E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999077332493602E-001                  4.8897126087998809E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6526304922570315E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6526304922570315E+001                  3.6206947301604333E+000                  8.4290995987278893E+003                  3.9257811855157558E+000                  2.2447599688896376E+000                  1.1244606746895307E+000                  1.3318664365152612E+001                  5.7710208269389467E+000                 -4.5277704751693291E+000                  9.4227977032646173E+000                  6.2066904455423355E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120319E-003                  9.3604466091399760E-003                  3.4416106108120141E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -1.6526304922570315E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.9624447181227499E-004                                        0                                        0 
                                     185                  7.1574825295941912E+002                  1.5000000000000000E+001                  1.0830561440725306E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      497                  0.0000000000000000E+000                  9.9999181169304796E-001                  7.0257381787206197E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999181169304796E-001                  7.0257381787206197E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6326593693859067E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6326593693859067E+001                  3.6224442443144365E+000                  8.0879825662656349E+003                  3.9078402064574753E+000                  2.2322904510524921E+000                  1.1493997103638220E+000                  1.4105864585721982E+001                  5.7827466204549802E+000                 -4.4879490529436525E+000                  9.4738233892793193E+000                  6.2067715078592300E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120319E-003                  9.3604466091399760E-003                  3.4416106108120141E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -1.6326593693859067E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.6689009291123257E-004                                        0                                        0 
                                     190                  7.7900443542240203E+002                  1.5000000000000000E+001                  1.1136236313345365E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      500                  0.0000000000000000E+000                  9.9999232592922271E-001                  9.3446735803213388E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999232592922271E-001                  9.3446735803213388E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6129865039048379E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6129865039048379E+001                  3.6242006391519568E+000                  7.7638769436997600E+003                  3.8900786432676280E+000                  2.2198968797825271E+000                  1.1741868529037518E+000                  1.4934368146637578E+001                  5.7943197591032964E+000                 -4.4476428134598667E+000                  9.5250758832618239E+000                  6.2065954506397247E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120319E-003                  9.3604466091399760E-003                  3.4416106108120141E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -1.6129865039048379E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.4026134975304087E-004                                        0                                        0 
                                     195                  8.4714579067283478E+002                  1.5000000000000000E+001                  1.1442055720527262E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      502                  0.0000000000000000E+000                  9.9999335440157233E-001                  1.1840230892580528E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999335440157233E-001                  1.1840230892580528E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5934790719303395E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5934790719303395E+001                  3.6259396592794788E+000                  7.4520607787968866E+003                  3.8722763883321574E+000                  2.2075177120597473E+000                  1.1989451883493114E+000                  1.5810484849363418E+001                  5.8058392558522867E+000                 -4.4065691696985576E+000                  9.5769441580557260E+000                  6.2062661349773407E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120319E-003                  9.3604466091399760E-003                  3.4416106108120141E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -1.5934790719303395E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.1593774454005388E-004                                        0                                        0 
                                     200                  9.2052853284574780E+002                  1.5000000000000000E+001                  1.1754581303105966E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      504                  0.0000000000000000E+000                  9.9999386863774709E-001                  1.4487664637386360E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999386863774709E-001                  1.4487664637386360E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5741378045360202E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5741378045360202E+001                  3.6276904324513088E+000                  7.1548039745515798E+003                  3.8545977395721369E+000                  2.1951768413360764E+000                  1.2236269297966531E+000                  1.6735046745481501E+001                  5.8173236113392912E+000                 -4.3647331524861022E+000                  9.6294619717158074E+000                  6.2059897184371948E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120319E-003                  9.3604466091399760E-003                  3.4416106108120141E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -1.5741378045360202E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.9372549296097172E-004                                        0                                        0 
                                     205                  9.9948303644938733E+002                  1.5000000000000000E+001                  1.2061083970581923E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      511                  0.0000000000000000E+000                  9.9999438287392195E-001                  1.7159444392056236E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999438287392195E-001                  1.7159444392056236E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5550322554068220E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5550322554068220E+001                  3.6294484695954528E+000                  6.8733430983583494E+003                  3.8371680232346441E+000                  2.1829459088790424E+000                  1.2480887947107215E+000                  1.7704709071527695E+001                  5.8287529893028980E+000                 -4.3223890592019627E+000                  9.6823705958975221E+000                  6.2056855857372284E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120319E-003                  9.3604466091399760E-003                  3.4416106108120141E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -1.5550322554068220E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.7357717587296117E-004                                        0                                        0 
                                     210                  1.0845295658942619E+003                  1.5000000000000000E+001                  1.2441534702237236E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      515                  0.0000000000000000E+000                  9.9999489711009670E-001                  2.0094379811485591E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999489711009670E-001                  2.0094379811485591E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5360528218056293E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5360528218056293E+001                  3.6311769351020948E+000                  6.6036427257728083E+003                  3.8197835687666100E+000                  2.1707967506317414E+000                  1.2723871112053231E+000                  1.8723503283983327E+001                  5.8402045653178023E+000                 -4.2792398212157714E+000                  9.7360342212550179E+000                  6.2053035944700241E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120319E-003                  9.3604466091399760E-003                  3.4416106108120141E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -1.5360528218056293E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5331924516901187E-004                                        0                                        0 
                                     215                  1.1762788266371149E+003                  1.5000000000000000E+001                  1.2777842609882033E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      515                  0.0000000000000000E+000                  9.9999541134627146E-001                  2.3036498294925897E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999541134627146E-001                  2.3036498294925897E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5170711902488955E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5170711902488955E+001                  3.6328856840907116E+000                  6.3450232716698747E+003                  3.8024332192974337E+000                  2.1587040779199200E+000                  1.2965724566289663E+000                  1.9795772615163372E+001                  5.8517506003808499E+000                 -4.2349110983454032E+000                  9.7908971894479464E+000                  6.2049447000026703E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120319E-003                  9.3604466091399760E-003                  3.4416106108120141E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -1.5170711902488955E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.3849635415918180E-004                                        0                                        0 
                                     220                  1.2747945062226527E+003                  1.5000000000000000E+001                  1.3096912519549675E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      517                  0.0000000000000000E+000                  9.9999592558244621E-001                  2.6169254064327374E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999592558244621E-001                  2.6169254064327374E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4982255235921018E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4982255235921018E+001                  3.6345924650115435E+000                  6.1014140162964059E+003                  3.7854304953894378E+000                  2.1467891541242570E+000                  1.3204023042202919E+000                  2.0912324255009754E+001                  5.8633276313187013E+000                 -4.1898813677761124E+000                  9.8464504648667628E+000                  6.2046166509389877E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120319E-003                  9.3604466091399760E-003                  3.4416106108120141E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -1.4982255235921018E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.2333536444722912E-004                                        0                                        0 
                                     225                  1.3806760291459161E+003                  1.5000000000000000E+001                  1.3426941861226744E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      502                  0.0000000000000000E+000                  9.9999618023348058E-001                  2.9360975222106306E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999618023348058E-001                  2.9360975222106306E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4794543165002898E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4794543165002898E+001                  3.6362747252366603E+000                  5.8709753865204184E+003                  3.7687102596451187E+000                  2.1350645158018646E+000                  1.3438515808650771E+000                  2.2072502814305921E+001                  5.8749808676630888E+000                 -4.1440786890840231E+000                  9.9028250954556682E+000                  6.2046130001544941E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120319E-003                  9.3604466091399760E-003                  3.4416106108120141E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -1.4794543165002898E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.0939452235215054E-004                                        0                                        0 
                                     230                  1.4951802925654999E+003                  1.5000000000000000E+001                  1.3741076846454059E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      510                  0.0000000000000000E+000                  9.9999643488451517E-001                  3.2646970657285929E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999643488451517E-001                  3.2646970657285929E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4606806204623306E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4606806204623306E+001                  3.6379773609375796E+000                  5.6552421340465144E+003                  3.7524512043506069E+000                  2.1235297167527700E+000                  1.3669211789632660E+000                  2.3276687657314092E+001                  5.8867683210276942E+000                 -4.0974573320913432E+000                  9.9601330934783636E+000                  6.2046378850936890E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120319E-003                  9.3604466091399760E-003                  3.4416106108120137E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -1.4606806204623306E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.6895206606632816E-005                                        0                                        0 
                                     235                  1.6183094515580005E+003                  1.5000000000000000E+001                  1.4033226507851615E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      508                  0.0000000000000000E+000                  9.9999668953554965E-001                  3.6022935175436210E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999668953554965E-001                  3.6022935175436210E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4418285493863959E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4418285493863959E+001                  3.6396868604501891E+000                  5.4533909736404275E+003                  3.7366666349704727E+000                  2.1122184330374845E+000                  1.3895437463938369E+000                  2.4521314440656763E+001                  5.8987311357337715E+000                 -4.0496995823890920E+000                  1.0018723926552742E+001                  6.2044068425893784E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120319E-003                  9.3604466091399760E-003                  3.4416106108120137E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -1.4418285493863959E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.5498891764224897E-005                                        0                                        0 
                                     240                  1.7525746658285639E+003                  1.5000000000000000E+001                  1.4441399488225073E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      512                  0.0000000000000000E+000                  9.9999707151210160E-001                  3.9475686370424412E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999707151210160E-001                  3.9475686370424412E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4226727686804315E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4226727686804315E+001                  3.6413794160570374E+000                  5.2618888102102665E+003                  3.7211416667024921E+000                  2.1010708376897975E+000                  1.4118389370892108E+000                  2.5813027084471731E+001                  5.9110289079661467E+000                 -4.0003945245075414E+000                  1.0079171961603558E+001                  6.2039469927549373E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120319E-003                  9.3604466091399760E-003                  3.4416106108120137E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -1.4226727686804315E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.5037597829883017E-005                                        0                                        0 
                                     245                  1.8980874308937484E+003                  1.5000000000000000E+001                  1.4787216740217533E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      514                  0.0000000000000000E+000                  9.9999719883761873E-001                  4.3046998930940383E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999719883761873E-001                  4.3046998930940383E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4032817915718253E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4032817915718253E+001                  3.6430851389839183E+000                  5.0844926743697279E+003                  3.7062476259483441E+000                  2.0902123714589615E+000                  1.4335558695508834E+000                  2.7136627271967622E+001                  5.9236300525722250E+000                 -3.9497910843239179E+000                  1.0141217690208720E+001                  6.2037319689989090E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120319E-003                  9.3604466091399760E-003                  3.4416106108120137E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -1.4032817915718253E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -6.5462371702795650E-005                                        0                                        0 
                                     250                  2.0553740000263174E+003                  1.5000000000000000E+001                  1.5163063438592252E+000                  3.4474769709615863E+001                 -9.8999999999999986E+001                                      516                  0.0000000000000000E+000                  9.9999758081417067E-001                  4.6705401071805719E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999758081417067E-001                  4.6705401071805719E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.3836538148129348E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.3836538148129348E+001                  3.6447497299195137E+000                  4.9200317511177245E+003                  3.6919679054687276E+000                  2.0797433293479632E+000                  1.4544939537728798E+000                  2.8476981543795173E+001                  5.9365472110712298E+000                 -3.8979717260641649E+000                  1.0204800868034617E+001                  6.2039244174957275E-001                  8.5000496627254196E-001                  1.2966439685554807E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4416106108120319E-003                  9.3604466091399760E-003                  3.4416106108120137E-003                  9.3604466091399777E-003                  1.0500000000000002E+001                  4.1995530354712347E+000                 -1.3836538148129348E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.6653171333549136E-005                                        0                                        0 
